table_schema,table_name,table_kind,grain,ordinal_position,column_name,data_type,is_nullable,pk_ordinal,fk_target,unit,as_of_column,description,zero_null_rule,source_priority,transform_expression,implementation_status,deployment_status
raw,etf_kr_master,table,국내 ETF/ETN 상품,18,du_er_6m,"numeric(28,2)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",수익률_6M,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,19,du_er_ytd,"numeric(28,2)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",수익률_YTD,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,20,du_hpr,"numeric(28,2)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",고가,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,21,du_last_aum,"numeric(28,2)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",최종AUM,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,22,du_last_nav,"numeric(28,2)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",최종NAV,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,23,du_lpr,"numeric(28,2)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",시가,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,24,du_nav_base_dt,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",NAV 기준일,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,25,du_nav_rnf_amt,"numeric(28,2)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",전일NAV등락금액,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,26,du_nav_yday,"numeric(28,2)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",전일NAV,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,27,du_upt_dt,text,True,,,공식 문서 미표기,du_upt_dt,일간갱신일자,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,28,du_val_1d,"numeric(28,2)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",일거래대금,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,29,du_val_1m,"numeric(28,2)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",일거래대금평균_1M,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,30,du_val_5d,"numeric(28,2)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",일거래대금평균_5D,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,31,du_vlty_1m,"numeric(28,8)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",최근 20거래일 연환산 변동성(%),빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,32,du_vlty_1y,"numeric(28,8)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",최근 252거래일 연환산 변동성(%),빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,33,du_vlty_3m,"numeric(28,8)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",최근 60거래일 연환산 변동성(%),빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,34,du_vlty_6m,"numeric(28,8)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",최근 120거래일 연환산 변동성(%),빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,35,du_vlty_base_dt,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",변동성 산출 기준일,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,36,du_vol_1d,"numeric(28,2)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",일거래량,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,37,du_vol_avg_1m,"numeric(28,2)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",거래량평균_1M,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,38,du_vol_avg_5d,"numeric(28,2)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",거래량평균_5D,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,39,fn_average_coupon,"numeric(28,8)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",평균쿠폰이자율,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,40,fn_average_maturity,"numeric(28,8)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",평균잔존만기,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,41,fn_average_quality,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",평균신용품질,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,42,fn_base_dt,text,True,,,공식 문서 미표기,fn_base_dt,펀더멘털 기준일,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,43,fn_effective_duration,"numeric(28,8)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",듀레이션,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,44,fn_effective_maturity,"numeric(28,8)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",실질만기,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,45,fn_modified_duration,"numeric(28,8)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",수정듀레이션,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,46,fn_nominal_maturity,"numeric(28,8)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",명목만기,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,47,fn_portfolio_dt,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",포트폴리오 기준일,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,48,pd_abrv_nm,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",상품약어명,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,49,pd_circ_net_tamt,"numeric(28,2)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",유통순자산총액,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,50,pd_circ_stk_cnt,"numeric(28,2)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",유통주식수,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,51,pd_curr_cd,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",상품통화코드,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,52,pd_curr_nm,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",상품통화명,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,53,pd_divd_amt_ann,"numeric(28,8)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",연간 추정 분배금,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,54,pd_divd_amt_pshr,"numeric(28,8)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt","주당 분배금(원천 우선, 없으면 회당 추정)",빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,55,pd_dvid_base_dt,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",분배정보 기준일,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,56,pd_dvid_cycl,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",분배주기(A/Q/M/S),빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,57,pd_dvid_inc_dist,"numeric(28,8)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",원천 성과배분/분배금,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,58,pd_dvid_nav,"numeric(28,8)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",분배금 계산 기준 NAV,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,59,pd_dvid_pay_cnt,"numeric(28,0)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",연간 지급횟수,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,60,pd_dvid_pay_months,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",분배 지급월,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,61,pd_dvid_prc_base_dt,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",분배금 계산 NAV 기준일,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,62,pd_dvid_tax_basis,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",분배 과세기준,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,63,pd_dvid_yield,"numeric(28,8)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",연환산 분배수익률,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,64,pd_exg_mkt_cd,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",거래소코드 [공식 Nullable=NO이나 정본 NULL 3건을 손실 없이 허용],빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,65,pd_exg_mkt_nm,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",거래소명,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,66,pd_grp_no,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",상품군종류,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,67,pd_isin_cd,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",Refinitiv ISIN,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,68,pd_itm_no,text,False,1,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",상품번호,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,69,pd_itm_no_ma,text,False,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",상품번호_미래에셋,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,70,pd_lst_stk_cnt,"numeric(28,2)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",상품상장주식수,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,71,pd_lste_dt,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",상품거래종료일자,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,72,pd_lstg_dt,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",상품거래가능일자,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,73,pd_mkt_id,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",상품거래시장코드,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,74,pd_mkt_nm,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",상품거래시장,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,75,pd_net_tamt,"numeric(28,2)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",순자산총액,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,76,pd_nm,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",상품명,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,77,pd_pen_risk_nm,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",연금거래위험구분,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,78,pd_pen_tr_yn,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",연금거래가능여부,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,79,pd_ric,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",Refinitiv RIC,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,80,pd_risk_cd,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",상품등급코드,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,81,pd_risk_nm,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",상품등급명,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,82,pd_sale_yn,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",상품판매여부,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,83,pd_sect_cd,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",ETF 섹터코드,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,84,pd_spac_yn,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",SPAC 여부,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,85,pd_stk_cnt,"numeric(28,2)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",상장주식수,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,86,pd_ticker,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",Refinitiv 티커,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,87,pd_tr_yn,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",상품거래정지혀부,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,88,ref_ast_type,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",refinitiv 자산유형,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,89,ref_base_dt,text,True,,,공식 문서 미표기,ref_base_dt,refinitiv 기준일,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,90,ref_base_index,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",refinitiv 벤치마크,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
