store,schema,table,table_description,grain,source_file,row_count,column_order,column_name,column_description,data_type,nullable,primary_key,foreign_key,unit,as_of_basis,source_priority,transformation_rule,quality_rule,implementation_status
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,39,pd_dvid_cycl,당주기,text,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,40,pd_dvid_yield,배당수익률,numeric,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,41,pd_exg_mkt_cd,거래소코드,text,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,42,pd_exg_mkt_nm,거래소명,text,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,43,pd_grp_no,상품군,text,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,44,pd_itm_no,상품번호,text,N,Y,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,45,pd_itm_no_ma,상품번호_미래에셋,text,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,46,pd_lst_price,상품액면가,numeric,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,47,pd_lst_stk_cnt,상품상장주식수,numeric,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,48,pd_lste_dt,상품거래종료일자,text,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,49,pd_lstg_dt,상품거래가능일자,text,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,50,pd_mkt_id,상품거래시장코드,text,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,51,pd_mkt_nm,상품거래시장,text,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,52,pd_nav_pshr,주당 순자산가치,numeric,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,53,pd_net_ast_pshr,주당 순자산,numeric,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,54,pd_net_prft_pshr,주당 순이익,numeric,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,55,pd_net_rt_ast_pshr,주당 순자산비율,numeric,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,56,pd_net_tamt,순자산,numeric,Y,N,,KRW,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,57,pd_nm,상품명,text,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,58,pd_pen_risk_nm,연금 위험구분,text,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,59,pd_pen_tr_yn,연금거래 가능 여부,text,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,60,pd_risk_cd,상품등급코드,text,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,61,pd_risk_nm,상품 위험등급,text,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,62,pd_sale_yn,판매 상태,text,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,63,pd_sect_cd,ETF 섹터코드,text,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,64,pd_sect_nm,ETF 섹터명,text,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,65,pd_spac_yn,SPAC 여부,text,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,66,pd_stk_cnt,상장주식수,numeric,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,67,pd_tr_yn,거래정지 여부,text,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,68,ru_mkt_price,현재가,numeric,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,69,ru_mkt_volume,거래량,numeric,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,70,wu_core_yn,핵심ETF여부,text,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,71,wu_inv_ast_type,투자자산군,text,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,72,wu_inv_rgn,투자지역,text,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_kr_master,국내 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF01N001_etf_kr_master_20260711.csv,1733,73,wu_upt_dt,주간갱신일자,text,Y,N,,,2026-06-15,organizer,원본 CSV 무변경 적재,잘못된 pd_itm_no='KR' 1행 제외; ETF 질의는 pd_grp_no='ETF' 필수,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,1,cu_base_index,기초지수,text,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,2,cu_charge_rt,총보수,numeric,Y,N,,%,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,3,cu_etn_yn,확인할 수 없음,text,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,4,cu_fund_mgmt_co,운용사,text,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,5,cu_index_repl_mthd,지수 복제방식,text,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,6,cu_index_tracking_yn,확인할 수 없음,text,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,7,cu_inverse_short_yn,확인할 수 없음,text,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,8,cu_lev_fector,확인할 수 없음,numeric,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,9,cu_strtegy,운용전략,text,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,10,cu_upt_dt,확인할 수 없음,text,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,11,du_base_dt_match_yn,확인할 수 없음,text,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,12,du_bpr,확인할 수 없음,numeric,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,13,du_clpr,확인할 수 없음,numeric,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,14,du_clpr_base_dt,가격 기준일,text,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,15,du_clpr_src,확인할 수 없음,text,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,16,du_diff_rt,확인할 수 없음,numeric,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,17,du_er_1d,확인할 수 없음,numeric,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,18,du_hpr,확인할 수 없음,numeric,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,19,du_last_aum,AUM,numeric,Y,N,,USD,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,20,du_last_nav,확인할 수 없음,numeric,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,21,du_lpr,확인할 수 없음,numeric,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,22,du_nav_base_dt,AUM 기준일,timestamp without time zone,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,23,du_opr,확인할 수 없음,numeric,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,24,du_upt_dt,확인할 수 없음,text,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,25,du_val_1d,확인할 수 없음,numeric,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,26,du_vol_1d,거래량,numeric,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,27,pd_abrv_nm,티커,text,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,28,pd_curr_cd,확인할 수 없음,text,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,29,pd_exg_mkt_cd,확인할 수 없음,text,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,30,pd_grp_no,상품군,text,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,31,pd_isin_cd,ISIN,text,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,32,pd_itm_no,상품번호,text,N,Y,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,33,pd_itm_no_ma,확인할 수 없음,text,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,34,pd_lipper_id,확인할 수 없음,text,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,35,pd_lstg_dt,확인할 수 없음,text,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,36,pd_lst_price,확인할 수 없음,numeric,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,37,pd_lst_stk_cnt,확인할 수 없음,numeric,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
PostgreSQL/RDB,raw,etf_gl_master,해외 ETF·ETN 원본 마스터,상품 1건/행,data/csv/PREF02N001_etf_gl_master_20260711.csv,5646,38,pd_mkt_id,확인할 수 없음,text,Y,N,,,2026-06-14 (NAV; 종가는 행별 기준일),organizer,원본 CSV 무변경 적재,문장형 sentinel은 NULL 취급 필요,빌더 구현; live DB 미확인
